"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070192","BP","GO:0070192","chromosome organization involved in meiotic cell cycle","13/1647","65/18870",0.00362123988521544,0.0429500997294947,0.0344142924976668,"TRIP13/EHMT2/NCAPD3/CCNB1IP1/NCAPD2/NCAPH/MND1/MSH5/MRE11/CCNE1/P3H4/ATRX/TEX11",13
"GO:0000910","BP","GO:0000910","cytokinesis","28/1647","188/18870",0.00364475135414972,0.0431418048391391,0.0345678985604735,"RTKN/NUP62/CDC25B/KIF20A/CENPA/KIF4A/NUSAP1/ANLN/CETN2/PRC1/KIF23/AURKA/KIF14/AURKB/ECT2/PLK1/CEP55/BRCA2/RACGAP1/CDCA8/E2F7/CDC6/MYH10/CDC14A/CHMP1B/ANK3/VPS4B/IQGAP2",28
"GO:0032147","BP","GO:0032147","activation of protein kinase activity","16/1647","88/18870",0.00366567686019946,0.0432152386470502,0.0346267382968323,"TPX2/ITGB1BP1/CHI3L1/KIF14/ECT2/AGT/WNT5A/TNFSF15/IL6R/RIPK3/TLR3/PINK1/STRADB/IL18/ADRA2A/IGF1",16
"GO:0048864","BP","GO:0048864","stem cell development","16/1647","88/18870",0.00366567686019946,0.0432152386470502,0.0346267382968323,"SOX9/TCOF1/SEMA4D/NOLC1/EDNRA/LAMA5/MSI2/TWIST1/ANXA6/FOXC1/BMP4/SEMA3A/BMP7/PITX2/EDN3/CITED2",16
"GO:0022404","BP","GO:0022404","molting cycle process","17/1647","96/18870",0.0037138524203123,0.043608055119307,0.034941487297633,"FOXQ1/CDH3/SOX9/WNT5A/LAMA5/LGR5/APCDD1/MSX2/EDAR/FZD3/PLA2G10/SPINK5/LGR4/HPSE/FGFR2/SOSTDC1/CTNNB1",17
"GO:0022405","BP","GO:0022405","hair cycle process","17/1647","96/18870",0.0037138524203123,0.043608055119307,0.034941487297633,"FOXQ1/CDH3/SOX9/WNT5A/LAMA5/LGR5/APCDD1/MSX2/EDAR/FZD3/PLA2G10/SPINK5/LGR4/HPSE/FGFR2/SOSTDC1/CTNNB1",17
"GO:0007095","BP","GO:0007095","mitotic G2 DNA damage checkpoint signaling","9/1647","37/18870",0.00377980331541622,0.044117744065226,0.0353498817967879,"DTL/BLM/CDK1/DONSON/PLK1/CHEK1/MRE11/BRCA1/CDKN1A",9
"GO:0008207","BP","GO:0008207","C21-steroid hormone metabolic process","9/1647","37/18870",0.00377980331541622,0.044117744065226,0.0353498817967879,"DKK3/SCNN1B/DHRS9/BMP5/HSD3B2/CLCN2/BMP2/AKR1C2/AKR1C3",9
"GO:0031076","BP","GO:0031076","embryonic camera-type eye development","9/1647","37/18870",0.00377980331541622,0.044117744065226,0.0353498817967879,"TULP3/WNT5A/TWIST1/PROX1/NES/ALDH1A3/BMP7/RARA/CITED2",9
"GO:0031667","BP","GO:0031667","response to nutrient levels","61/1647","495/18870",0.00379149592681745,0.0441664138617961,0.0353888790663057,"SLC7A5/NPRL3/COL1A1/EHMT2/RIPOR1/PMAIP1/ASNS/STC1/STC2/ITGA2/FADS1/NOD2/SLC22A3/PSPH/GPT2/PROX1/INHBB/PCSK9/LIPG/TNC/CTSK/BMP7/CXCL10/SCNN1B/APPL2/SST/GPT/SLC6A19/DSC2/CDKN2B/NR1H4/HTR4/UGT1A1/CCL28/HSD11B2/CIDEB/KAT2B/RARA/ADIPOQ/CPT1A/ACVR1C/CDKN1A/PCK1/SLC16A1/FKBP1B/ACADM/AOC1/GHR/KRT20/PRKCB/BCHE/HMGCS2/FAS/UPP1/SLC39A5/TNFRSF11A/PPARG/AKR1C3/OTC/FOS/ELAPOR1",61
"GO:0001706","BP","GO:0001706","endoderm formation","12/1647","58/18870",0.00381072245303662,0.0443024782609465,0.0354979023295897,"COL12A1/COL4A2/COL11A1/COL5A2/COL5A1/LAMB1/COL7A1/MMP9/COL6A1/DUSP4/DUSP1/CTNNB1",12
"GO:0010043","BP","GO:0010043","response to zinc ion","11/1647","51/18870",0.003930434668426,0.045603916874168,0.036540695929261,"SLC30A10/P2RX4/MT1M/MT1F/MT1G/MT1HL1/MT1H/MT1E/MT1X/MT2A/OTC",11
"GO:0010463","BP","GO:0010463","mesenchymal cell proliferation","10/1647","44/18870",0.00393889302243539,0.0456119150586157,0.0365471045723321,"SOX9/MYC/WNT2/WNT5A/MSX1/BMP4/BMP7/BMP2/FGFR2/CTNNB1",10
"GO:0052548","BP","GO:0052548","regulation of endopeptidase activity","39/1647","288/18870",0.00396870259799958,0.0458666396709755,0.0367512057821387,"TIMP1/HSPE1/PRR7/RIPK2/MYC/HSPD1/CD44/SERPINH1/BCL2L12/PMAIP1/DPEP1/CST1/BOK/ROBO1/MMP9/TNFSF15/LAMP3/SERPINI1/SERPINE2/CST4/TIMP3/SPOCK1/IFI6/XDH/KLF4/CASP10/SPINK2/FAM162A/CIDEB/XIAP/EGLN3/TNFSF10/SH3RF1/ACVR1C/CASP1/FAS/FABP1/PPARG/BIRC3",39
"GO:0030510","BP","GO:0030510","regulation of BMP signaling pathway","20/1647","121/18870",0.00399024877618788,0.0460250502259314,0.0368781341759563,"WNT5A/MSX1/FSTL3/SULF1/SFRP4/HTRA1/MSX2/BMP4/TNFAIP6/BAMBI/FOXD1/GREM1/PPM1A/XIAP/CHRDL1/GREM2/NEO1/PPARG/SOSTDC1/HOXA13",20
"GO:0010639","BP","GO:0010639","negative regulation of organelle organization","47/1647","363/18870",0.0040990796060666,0.0471876399357196,0.0378096733942449,"NAT10/ACD/TPX2/TRIP13/MET/CCNF/TOP2A/EHMT2/MAD2L2/NUF2/BUB1/CCNB1/SPC25/BUB1B/AURKB/PLK1/CHEK1/BOK/BRCA1/MAD2L1/FBXO5/TTK/CDC20/KNTC1/CDCA8/NDC80/ZWILCH/TBC1D30/LIF/ATRX/BMP4/BMP7/MTM1/LIMA1/SCIN/ARPIN/PINK1/VILL/GHITM/LPAR1/KAT2B/STMN2/TMOD3/GMFB/PPARG/DUSP1/IGF1",47
"GO:0048145","BP","GO:0048145","regulation of fibroblast proliferation","16/1647","89/18870",0.00411544753405531,0.0472833512180797,0.0378863632293608,"CDK4/MIF/MYC/CCNB1/WNT2/AGT/WNT5A/CCNA2/GSTP1/LIF/CDC6/DACH1/CDKN1A/TP53INP1/IGF1/CTNNB1",16
"GO:0032602","BP","GO:0032602","chemokine production","18/1647","105/18870",0.0041284712350722,0.0473403410568532,0.0379320270344113,"MIF/RIPK2/WNT5A/GSTP1/NOD2/TWIST1/TREM1/IL6/CXCL6/MCOLN2/IL6R/KLF4/F2RL1/NR1H4/TLR3/ADIPOQ/HMOX1/IL18",18
"GO:0061180","BP","GO:0061180","mammary gland epithelium development","13/1647","66/18870",0.00415694844099721,0.0474952843846783,0.0380561772701014,"CEBPB/CCND1/WNT2/BRCA2/WNT5A/MSX1/ROBO1/LBH/MSX2/IRF6/FGFR2/NR3C1/SOSTDC1",13
"GO:0071478","BP","GO:0071478","cellular response to radiation","27/1647","181/18870",0.00415816320451791,0.0474952843846783,0.0380561772701014,"TIMP1/NMT1/MYC/H2AC25/BLM/PCNA/AURKB/ECT2/ATR/BRCA2/BARD1/H2AX/BRCA1/MMP1/RAD51AP1/MMP3/MMP9/CDC25A/PBK/MME/CCND2/SMPD1/CDKN1A/OPN3/ITGB6/NMT2/TP53INP1",27
"GO:0062197","BP","GO:0062197","cellular response to chemical stress","42/1647","317/18870",0.00427361506917073,0.0487192117885463,0.0390368640656597,"TRAP1/ABCC1/LRRC8E/MET/LONP1/CDK1/TRPM2/PNPT1/PCNA/TBC1D24/ECT2/EDNRA/NFAT5/ETV5/ZFP36L1/EZH2/MMP3/NOS3/MMP9/H19/SOD3/GPX7/GPX8/BMP7/IL6/SLC4A11/RIPK3/SLC1A1/PINK1/KAT2B/CD36/PRR5L/PCK1/CPEB2/GSR/HMOX1/CASP1/TP53INP1/FAS/PYROXD1/FABP1/FOS",42
"GO:0034764","BP","GO:0034764","positive regulation of transmembrane transport","31/1647","217/18870",0.00437155663938743,0.049203442699095,0.0394248600027353,"SLC7A5/ANO6/TESC/EDNRA/THY1/CXCL10/FLNA/KCNN4/CXCL11/CXCL9/EDN3/CHP1/P2RX4/CHP2/CA2/NHERF1/C1QTNF12/SRI/ADIPOQ/ANK3/BDKRB1/MS4A1/PLP1/OPN3/FXYD1/CTSS/OCLN/ITLN1/ANK2/ABCB1/IGF1",31
"GO:0042180","BP","GO:0042180","cellular ketone metabolic process","32/1647","226/18870",0.00438693421762964,0.049203442699095,0.0394248600027353,"SOX9/NMT1/PRMT3/TRIB3/BRCA1/DKK3/TWIST1/NQO2/TDO2/PROX1/UGT1A8/SCNN1B/APPL2/DHRS9/BMP5/CEACAM1/FMO4/CLCN2/NR1H4/BMP2/AKR1B10/GPD2/HSD11B2/KAT2B/ADIPOQ/ACADVL/CPT1A/CYP4F12/AKR1C2/FABP1/PPARG/AKR1C3",32
"GO:0002573","BP","GO:0002573","myeloid leukocyte differentiation","33/1647","235/18870",0.00438993140037559,0.049203442699095,0.0394248600027353,"CEBPB/CD81/FASN/SLC4A2/MYC/TESC/FSTL3/ZFP36L1/UBD/LIF/MMP9/CCN4/SNX10/BMP4/TNFAIP6/CEACAM1/F2RL1/BMP2/TLR3/CASP10/MT1G/RARA/ADIPOQ/CITED2/ITGB6/NR3C1/TNFRSF11A/NKX2-3/PPARG/FOS/KIT/CCL19/CTNNB1",33
"GO:0046390","BP","GO:0046390","ribose phosphate biosynthetic process","33/1647","235/18870",0.00438993140037559,0.049203442699095,0.0394248600027353,"CTPS1/NME1/NME2/AMPD2/ATIC/PAICS/GMPS/PPT1/NME4/MTHFD1/PRPS1/PPAT/PFAS/NME7/GUCY1B1/ADA/ACSL6/H19/GUCY1A1/PANK3/AMPD1/PAPSS2/PINK1/ADCY9/ELOVL6/ACSS2/RFK/CDA/MMUT/ND6/PID1/UPP1/GUCY2C",33
"GO:0045091","BP","GO:0045091","regulation of single stranded viral RNA replication via double stranded DNA intermediate","6/1647","19/18870",0.0043915183059659,0.049203442699095,0.0394248600027353,"MORC2/TOP2A/TRIM28/CXCL8/APOBEC3A/APOBEC3B",6
"GO:0090670","BP","GO:0090670","RNA localization to Cajal body","6/1647","19/18870",0.0043915183059659,0.049203442699095,0.0394248600027353,"RUVBL1/CCT3/CCT4/NHP2/DKC1/CCT6A",6
"GO:0090671","BP","GO:0090671","telomerase RNA localization to Cajal body","6/1647","19/18870",0.0043915183059659,0.049203442699095,0.0394248600027353,"RUVBL1/CCT3/CCT4/NHP2/DKC1/CCT6A",6
"GO:0090672","BP","GO:0090672","telomerase RNA localization","6/1647","19/18870",0.0043915183059659,0.049203442699095,0.0394248600027353,"RUVBL1/CCT3/CCT4/NHP2/DKC1/CCT6A",6
"GO:0090685","BP","GO:0090685","RNA localization to nucleus","6/1647","19/18870",0.0043915183059659,0.049203442699095,0.0394248600027353,"RUVBL1/CCT3/CCT4/NHP2/DKC1/CCT6A",6
"GO:0062023","CC","GO:0062023","collagen-containing extracellular matrix","101/1704","429/19886",2.32520041435912e-21,1.48812826518984e-18,1.27029370005514e-18,"COL4A1/TGFBI/TIMP1/COL12A1/LAMC1/COL1A1/MFAP2/CTHRC1/COL18A1/BGN/IGFBP7/COL4A2/VWA1/PLOD3/P3H1/CTSH/SPARC/TGM2/SERPINH1/ANGPT2/COL11A1/WNT2/ANXA9/COL5A2/LTBP2/AGT/AZGP1/COL1A2/ECM1/WNT5A/COL5A1/THBS2/PKM/LAMA5/SULF1/SRPX2/EGFL6/COL15A1/LAMB1/COL9A3/LTBP3/CALR/VCAN/COL7A1/MXRA5/COL6A3/ANXA6/COL3A1/PXDN/COL10A1/MMP9/COL6A1/EMILIN1/LOXL1/AEBP1/HTRA1/LAMA4/COMP/TNC/SOD3/ELN/PCOLCE/ANGPTL2/LGALS1/TGFB1I1/BMP7/COL6A2/SERPINE2/TIMP3/NID2/LOX/ASPN/GREM1/MMP28/CLEC3B/EDIL3/LGALS3/ZG16/OGN/MMRN1/TINAG/ADIPOQ/LGALS4/ADAMDEC1/CTSS/FGFR2/CILP/HAPLN1/FGL2/P3H2/DPT/SPON1/SRPX/MUC2/MATN2/MFAP5/COL17A1/F13A1/TPSB2/TPSAB1/CPA3",101
"GO:0045177","CC","GO:0045177","apical part of cell","98/1704","469/19886",5.72664611063201e-17,1.83252675540224e-14,1.56427859548316e-14,"BYSL/SLC7A5/HOMER1/ABCC1/PODXL/SLC39A10/SLC29A1/SLC4A2/CLDN1/CETN2/SLC5A6/TUBG1/CD44/PDGFRB/SAPCD2/ASPM/THY1/DPEP1/PFKM/STC1/ADGRF5/FAP/PDPN/C1QTNF5/SLC6A6/SLC12A2/SLC39A6/SLC22A3/GPR143/MTCL1/SNX10/CTSK/CRIPTO/EDAR/FZD3/NHS/SLC6A20/SLC4A11/TRPM6/ABCG2/AQP8/SLC17A4/P2RY1/NHERF4/SCNN1B/PRKG2/CA4/SLC22A5/IL6R/SLC6A19/CEACAM1/CLCA4/PTPRH/CDHR2/PDE4D/SLC23A1/CA2/SLC1A1/PLPP1/CEACAM7/ATP6V0D2/CDHR5/MYO1A/PALS1/ATP6V0D1/SLC20A2/SLC22A4/ATP8B1/SLC44A4/NHERF1/EPB41L4B/CLIC5/CA12/SLC26A2/CYP4F12/RAB27A/SLC15A1/CD36/EZR/SI/SLC16A1/MUC13/FXYD1/OCLN/SLC26A3/PROM2/ANK2/SLC22A18/AMN/ABCB1/ECRG4/FABP1/SCNN1A/CYBRD1/SLC3A1/SLC6A8/CTNNB1/MUC1",98
"GO:0016324","CC","GO:0016324","apical plasma membrane","86/1704","403/19886",1.32245947551995e-15,2.82124688110923e-13,2.40826830805212e-13,"SLC7A5/ABCC1/PODXL/SLC39A10/SLC29A1/SLC4A2/CLDN1/SLC5A6/CD44/PDGFRB/SAPCD2/ASPM/THY1/DPEP1/PFKM/STC1/PDPN/C1QTNF5/SLC6A6/SLC12A2/SLC39A6/SLC22A3/GPR143/MTCL1/CTSK/CRIPTO/FZD3/NHS/SLC6A20/SLC4A11/TRPM6/ABCG2/AQP8/SLC17A4/P2RY1/NHERF4/SCNN1B/PRKG2/CA4/SLC22A5/IL6R/SLC6A19/CEACAM1/CLCA4/PTPRH/CDHR2/PDE4D/SLC23A1/SLC1A1/PLPP1/CEACAM7/ATP6V0D2/CDHR5/MYO1A/PALS1/ATP6V0D1/SLC20A2/SLC22A4/ATP8B1/SLC44A4/NHERF1/CLIC5/CA12/SLC26A2/CYP4F12/RAB27A/SLC15A1/CD36/EZR/SI/SLC16A1/MUC13/FXYD1/OCLN/SLC26A3/PROM2/ANK2/SLC22A18/AMN/ABCB1/ECRG4/SCNN1A/CYBRD1/SLC3A1/SLC6A8/MUC1",86
"GO:0005903","CC","GO:0005903","brush border","33/1704","108/19886",4.78192008513825e-11,7.6510721362212e-09,6.53109611628093e-09,"ACTN1/SLC5A6/MME/FLNA/TRPM6/ABCG2/AQP8/SLC17A4/NHERF4/CA4/SLC22A5/SLC6A19/CDHR2/GNA13/LIMA1/SCIN/ANKS4B/CDHR5/PLS1/MYO1A/SLC20A2/NHERF1/SLC15A1/CD36/EZR/SI/SLC26A3/ITLN1/PRKCB/AMN/SLC28A2/CYBRD1/SLC3A1",33
"GO:0031528","CC","GO:0031528","microvillus membrane","17/1704","33/19886",2.06589394995324e-10,2.64434425594015e-08,2.25726096847523e-08,"SLC7A5/PODXL/DPEP1/PDPN/SLC6A6/CA9/S100P/CEACAM1/PTPRH/CDHR2/CDHR5/NHERF1/SLC26A2/EZR/PROM2/AMN/CTNNB1",17
"GO:0031526","CC","GO:0031526","brush border membrane","22/1704","60/19886",1.70136502610558e-09,1.68492927558615e-07,1.4382866678112e-07,"SLC5A6/TRPM6/ABCG2/AQP8/SLC17A4/CA4/SLC22A5/SLC6A19/CDHR2/GNA13/LIMA1/CDHR5/SLC20A2/NHERF1/CD36/SLC26A3/ITLN1/PRKCB/AMN/SLC28A2/CYBRD1/SLC3A1",22
"GO:0000793","CC","GO:0000793","condensed chromosome","56/1704","281/19886",1.84289139517235e-09,1.68492927558615e-07,1.4382866678112e-07,"NOL6/CEBPB/BOD1/RRS1/CKAP5/HJURP/CENPN/NCAPG2/KIF2C/TOP2A/CENPA/NCAPD3/NUF2/BLM/CENPW/TUBG1/BUB1/CCNB1IP1/CCNB1/NCAPD2/AURKA/SPC25/NCAPG/BUB1B/KNSTRN/NUP37/NCAPH/NEK2/AURKB/PLK1/NUP160/SKA3/ERCC6L/BRCA2/CHEK1/FIRRM/H2AX/BRCA1/MAD2L1/P3H4/TTK/CDC20/KNTC1/CENPL/KIF18A/NDC80/CDT1/ZWILCH/CENPU/ATRX/SGO2/CENPE/TEX11/CHMP1B/KAT2B/HSPA2",56
"GO:0005788","CC","GO:0005788","endoplasmic reticulum lumen","60/1704","313/19886",2.35269839802255e-09,1.69522592874641e-07,1.44707608062399e-07,"COL4A1/TIMP1/CALU/COL12A1/LAMC1/COL1A1/RCN1/COL18A1/POGLUT2/IGFBP7/COL4A2/VWA1/PLOD3/P3H1/WFS1/SERPINH1/TSPAN5/FKBP10/CNPY3/COL11A1/COL5A2/COL1A2/WNT5A/STC2/COL5A1/FSTL3/FKBP14/EVA1A/COL15A1/LAMB1/COL9A3/CALR/VCAN/COL7A1/COL6A3/COL3A1/COL10A1/COL6A1/IGFBP3/PCSK9/TNC/GPX7/BMP4/GPX8/LGALS1/COL6A2/IL6/ERP27/MSLN/GCG/RDH5/EDEM3/CHRDL1/SCG2/CES2/BCHE/P3H2/SPON1/COL17A1/CHGB",60
"GO:0005819","CC","GO:0005819","spindle","75/1704","431/19886",2.38391146229964e-09,1.69522592874641e-07,1.44707608062399e-07,"TPX2/BOD1/NUP62/CDC25B/FAM83D/CKAP5/DCUN1D5/PRPF19/MAP1S/KIF20A/KIF2C/MAD2L2/KIF4A/NUSAP1/AUNIP/PRC1/CDK1/TUBG1/POLB/KIF23/CCNB1/MZT1/AURKA/KIF18B/RAE1/BUB1B/KNSTRN/KIF14/NEK2/AURKB/ECT2/PLK1/ASPM/SHCBP1/PYCR3/SKA3/PSRC1/TMEM9/FIRRM/HECW2/RACGAP1/MAD2L1/CKAP2L/FBXO5/DLGAP5/TTK/CDC20/KNTC1/CDCA8/KIF18A/ZWILCH/KIF11/HMMR/GPSM2/CDC6/CENPE/MTCL1/GEM/ODAM/RASSF10/CDC14A/PHLPP2/CHMP1B/PTP4A1/KAT2B/HNF4G/HEPACAM2/IRAG2/VPS4B/MTUS1/NR3C1/FAM110C/BEX4/HSPA2/CTNNB1",75
"GO:0098687","CC","GO:0098687","chromosomal region","70/1704","399/19886",5.74097089176072e-09,3.67422137072686e-07,3.1363830450777e-07,"NAT10/ACD/CEBPB/BOD1/NHP2/DNMT1/CKAP5/HJURP/CENPN/MCM3/MCM7/CDCA5/MCM6/KIF2C/TOP2A/MCM2/CENPA/NCAPD3/NUF2/NABP2/BLM/CDK1/CENPW/SSB/BUB1/CCNB1/NCAPD2/AURKA/SPC25/NCAPG/BUB1B/KNSTRN/NUP37/PCNA/NEK2/AURKB/PLK1/NUP160/FEN1/PRKDC/SKA3/ERCC6L/SUV39H2/ATR/BRCA2/CHEK1/FIRRM/MRE11/H2AX/MAD2L1/TTK/CDC20/KNTC1/CENPL/RAD51AP1/EZH2/CDCA8/KIF18A/NDC80/MCM4/CDT1/ZWILCH/CENPU/ATRX/SGO2/CENPE/TEP1/CHMP1B/KAT2B/H4C8",70
"GO:0000779","CC","GO:0000779","condensed chromosome, centromeric region","41/1704","182/19886",7.14664304111147e-09,4.15804686028304e-07,3.54938539553766e-07,"CEBPB/BOD1/CKAP5/HJURP/CENPN/KIF2C/CENPA/NCAPD3/NUF2/CENPW/BUB1/CCNB1/NCAPD2/AURKA/SPC25/NCAPG/BUB1B/KNSTRN/NUP37/NEK2/AURKB/PLK1/NUP160/SKA3/ERCC6L/FIRRM/MAD2L1/TTK/CDC20/KNTC1/CENPL/KIF18A/NDC80/CDT1/ZWILCH/CENPU/ATRX/SGO2/CENPE/CHMP1B/KAT2B",41
"GO:0098862","CC","GO:0098862","cluster of actin-based cell projections","36/1704","165/19886",1.36775342884188e-07,6.90929900733929e-06,5.89790490922548e-06,"ACTN1/SLC5A6/MME/FLNA/TRPM6/ABCG2/CDC14A/AQP8/SLC17A4/NHERF4/CA4/SLC22A5/SLC6A19/CDHR2/GNA13/LIMA1/SCIN/ANKS4B/CDHR5/PLS1/MYO1A/SLC20A2/ATP8B1/NHERF1/CLIC5/SLC15A1/CD36/EZR/SI/SLC26A3/ITLN1/PRKCB/AMN/SLC28A2/CYBRD1/SLC3A1",36
"GO:0005581","CC","GO:0005581","collagen trimer","24/1704","86/19886",1.40345136086579e-07,6.90929900733929e-06,5.89790490922548e-06,"COL4A1/COL12A1/COL1A1/CTHRC1/COL18A1/COL4A2/COL11A1/COL5A2/COL1A2/COL5A1/COL15A1/C1QTNF5/COL9A3/COL7A1/COL6A3/COL3A1/COL10A1/COL6A1/EMILIN1/COL6A2/LOX/GLDN/ADIPOQ/COL17A1",24
"GO:0000775","CC","GO:0000775","chromosome, centromeric region","48/1704","258/19886",2.35021559501546e-07,1.07438427200707e-05,9.17114205874453e-06,"CEBPB/BOD1/DNMT1/CKAP5/HJURP/CENPN/CDCA5/KIF2C/TOP2A/CENPA/NCAPD3/NUF2/CENPW/BUB1/CCNB1/NCAPD2/AURKA/SPC25/NCAPG/BUB1B/KNSTRN/NUP37/NEK2/AURKB/PLK1/NUP160/SKA3/ERCC6L/SUV39H2/FIRRM/MAD2L1/TTK/CDC20/KNTC1/CENPL/EZH2/CDCA8/KIF18A/NDC80/CDT1/ZWILCH/CENPU/ATRX/SGO2/CENPE/CHMP1B/KAT2B/H4C8",48
"GO:0005604","CC","GO:0005604","basement membrane","24/1704","90/19886",3.55621864466312e-07,1.49187438823738e-05,1.27349145969606e-05,"COL4A1/TGFBI/TIMP1/LAMC1/COL18A1/COL4A2/VWA1/SPARC/COL5A1/THBS2/LAMA5/EGFL6/COL15A1/LAMB1/COL7A1/PXDN/LOXL1/LAMA4/TNC/TIMP3/NID2/TINAG/P3H2/COL17A1",24
"GO:0071162","CC","GO:0071162","CMG complex","8/1704","11/19886",3.72968597059346e-07,1.49187438823738e-05,1.27349145969606e-05,"MCM3/MCM7/MCM6/MCM2/GINS3/GINS1/CDC45/MCM4",8
"GO:0009925","CC","GO:0009925","basal plasma membrane","50/1704","282/19886",6.07876178602027e-07,2.28847502532528e-05,1.95348443773654e-05,"SLC7A5/ABCC1/CD81/SLC29A1/MET/SLC4A2/SLC41A1/CLDN1/SLC5A6/CD44/AURKA/NKD2/PDPN/NOD2/SLC6A6/SLC12A2/SLC22A3/CA9/SLC4A11/SLCO1B3/SLC4A4/AQP8/CNNM2/P2RY1/SLC51B/CLDN8/SLC22A5/CNNM4/CEACAM1/SLC23A1/SLC51A/CLDN7/MYO1A/HPGD/CD1D/SLC22A4/ANK3/CA12/SLCO2A1/ATP2B1/BSG/SLC17A5/EZR/SLC16A1/PROM2/ANK2/SLC39A5/CDH17/ADRA2A/CTNNB1",50
"GO:0000228","CC","GO:0000228","nuclear chromosome","43/1704","228/19886",6.69966424407343e-07,2.38210284233722e-05,2.03340686706088e-05,"NOL6/RUVBL1/RRS1/MCM3/MCM7/MCM6/NCAPG2/POLD2/TOP2A/MCM2/NCAPD3/GINS3/BLM/MCM10/POLA2/TUBG1/CCNB1IP1/TIMELESS/NCAPD2/GINS1/NCAPG/NUFIP1/SINHCAF/NCAPH/CDC45/PCNA/NEK2/POLA1/PLK1/BRCA2/CHEK1/H2AX/BRCA1/P3H4/ORC6/PRIM1/POLE2/MCM4/TIPIN/ATRX/TEX11/POLD4/HSPA2",43
"GO:0072686","CC","GO:0072686","mitotic spindle","37/1704","184/19886",7.93933802332278e-07,2.66234967010968e-05,2.27263072168902e-05,"TPX2/NUP62/FAM83D/MAP1S/NUSAP1/PRC1/CDK1/TUBG1/KIF23/AURKA/KIF18B/RAE1/KNSTRN/AURKB/ECT2/PLK1/ASPM/PYCR3/SKA3/TMEM9/HECW2/RACGAP1/MAD2L1/CKAP2L/DLGAP5/KIF18A/KIF11/GPSM2/CDC6/CENPE/GEM/ODAM/CDC14A/PHLPP2/KAT2B/HNF4G/HEPACAM2",37
"GO:0045178","CC","GO:0045178","basal part of cell","52/1704","301/19886",8.31984271909274e-07,2.66234967010968e-05,2.27263072168902e-05,"SLC7A5/ABCC1/CD81/SLC29A1/MET/SLC4A2/SLC41A1/CLDN1/SLC5A6/CD44/AURKA/ITGA2/FAP/NKD2/PDPN/NOD2/SLC6A6/SLC12A2/SLC22A3/CA9/SLC4A11/SLCO1B3/SLC4A4/AQP8/CNNM2/P2RY1/SLC51B/CLDN8/SLC22A5/CNNM4/CEACAM1/SLC23A1/SLC51A/CLDN7/MYO1A/HPGD/CD1D/SLC22A4/ANK3/CA12/SLCO2A1/ATP2B1/BSG/SLC17A5/EZR/SLC16A1/PROM2/ANK2/SLC39A5/CDH17/ADRA2A/CTNNB1",52
"GO:0000776","CC","GO:0000776","kinetochore","35/1704","171/19886",1.01334636018611e-06,3.08829366913862e-05,2.63622436559695e-05,"BOD1/CKAP5/HJURP/CENPN/KIF2C/NUF2/CENPW/BUB1/CCNB1/AURKA/SPC25/BUB1B/KNSTRN/NUP37/NEK2/AURKB/PLK1/NUP160/SKA3/ERCC6L/FIRRM/MAD2L1/TTK/CDC20/KNTC1/CENPL/KIF18A/NDC80/CDT1/ZWILCH/CENPU/SGO2/CENPE/CHMP1B/KAT2B",35
"GO:0005657","CC","GO:0005657","replication fork","19/1704","67/19886",2.11801577710278e-06,5.9899930313932e-05,5.11316839357413e-05,"RFC3/DNMT1/MCM3/POLD2/RFC4/BLM/MCM10/POLA2/TIMELESS/DONSON/PCNA/POLA1/CHEK1/MRE11/H2AX/UHRF1/PRIM1/TIPIN/POLD4",19
"GO:0031253","CC","GO:0031253","cell projection membrane","57/1704","352/19886",2.15265374565693e-06,5.9899930313932e-05,5.11316839357413e-05,"SLC7A5/NME1/PODXL/SLC5A6/TESC/CD44/TLN1/THY1/DPEP1/FAP/PDPN/SLC6A6/SLC12A2/SLC39A6/FSCN1/JCAD/CA9/S100P/TRPM6/ABCG2/AQP8/SLC17A4/PHLPP2/PDE6A/APPL2/CA4/SLC22A5/SLC6A19/PACSIN2/CEACAM1/PTPRH/CDHR2/PDE9A/GNA13/LIMA1/EPB41L3/CDHR5/CNGA1/SLC20A2/NHERF1/FFAR4/ARF6/SLC26A2/CD36/EZR/BMX/SLC26A3/PROM2/ITLN1/PRKCB/AMN/NAPEPLD/SLC28A2/SCNN1A/CYBRD1/SLC3A1/CTNNB1",57
"GO:0031261","CC","GO:0031261","DNA replication preinitiation complex","8/1704","13/19886",2.48605013909524e-06,6.6294670375873e-05,5.65903518504574e-05,"MCM3/MCM7/MCM6/MCM2/GINS3/GINS1/CDC45/MCM4",8
"GO:0098644","CC","GO:0098644","complex of collagen trimers","10/1704","21/19886",3.03552641297854e-06,7.60025437121511e-05,6.487717135955e-05,"COL4A1/COL1A1/COL4A2/COL11A1/COL5A2/COL1A2/COL5A1/COL7A1/COL3A1/COL10A1",10
